FE_REPORTE,CAMAS_ADULTOS_COVID,CAMAS_ADULTOS_NOCOVID,CAMAS_ADULTOS_OCC,CAMAS_ADULTOS_DISP,CAMAS_ADULTOS_TOTAL,CAMAS_ICU_COVID,CAMAS_ICU_NOCOVID,CAMAS_ICU_OCC,CAMAS_ICU_DISP,CAMAS_ICU_TOTAL,CAMAS_PED_COVID,CAMAS_PED_NOCOVID,CAMAS_PED_OCC,CAMAS_PED_DISP,CAMAS_PED_TOTAL,CAMAS_PICU_COVID,CAMAS_PICU_NOCOVID,CAMAS_PICU_OCC,CAMAS_PICU_DISP,CAMAS_PICU_TOTAL,VENT_ADULTOS_COVID,VENT_ADULTOS_NOCOVID,VENT_ADULTOS_OCC,VENT_ADULTOS_DISP,VENT_ADULTOS_TOTAL,VENT_PED_COVID,VENT_PED_NOCOVID,VENT_PED_OCC,VENT_PED_DISP,VENT_PED_TOTAL,CUARTOS_PRESNEG_OCC,CUARTOS_PRESNEG_DISP,CUARTOS_PRESNEG_TOTAL,VENT_ORD,VENT_REC,VENT_ENTR,CONVALECIENTES
"2020-04-11 00:00:00",,,,3589,,,330,,352,,,,,896,,,22,,68,,,267,,801,,,27,,187,,174,170,344,380,0,0,
"2020-04-12 00:00:00",,,,3940,,,334,,333,,,,,960,,,23,,67,,,232,,836,,,35,,175,,152,186,338,380,0,0,
"2020-04-13 00:00:00",,,,3930,,,302,,357,,,,,958,,,18,,72,,,240,,839,,,33,,169,,155,191,346,380,0,0,
"2020-04-14 00:00:00",,,,3645,,,309,,322,,,,,869,,,19,,65,,,373,,772,,,34,,163,,158,163,321,380,0,0,
"2020-04-15 00:00:00",,,,3700,,,342,,323,,,,,831,,,20,,68,,,262,,820,,,35,,160,,167,146,313,380,0,0,
"2020-04-16 00:00:00",,,,3594,,,334,,321,,,,,939,,,69,,28,,,255,,778,,,32,,152,,153,175,328,380,0,0,
"2020-04-17 00:00:00",,,,3404,,,357,,291,,,,,969,,,21,,65,,,249,,771,,,28,,166,,157,170,327,355,25,0,
"2020-04-18 00:00:00",,,,3683,,,360,,362,,,,,968,,,22,,66,,,235,,815,,,30,,172,,161,172,333,355,25,0,330
"2020-04-19 00:00:00",,,,3746,,,359,,330,,,,,973,,,20,,66,,,254,,782,,,35,,155,,180,187,367,355,25,0,342
"2020-04-20 00:00:00",,,,3709,,,353,,316,,,,,986,,,19,,68,,,245,,841,,,31,,156,,161,192,353,355,25,0,430
"2020-04-21 00:00:00",,,,3647,,,349,,318,,,,,997,,,22,,63,,,229,,850,,,33,,155,,166,196,362,355,25,0,488
"2020-04-22 00:00:00",,,,3622,,28,334,362,335,697,,,,1027,,,21,,64,,25,233,258,860,1118,0,36,36,153,189,191,205,396,355,25,0,563
"2020-04-23 00:00:00",,,,3364,,33,340,373,323,696,,,,981,,,17,,68,,24,213,237,876,1113,0,35,35,162,197,186,216,402,355,25,0,615
"2020-04-24 00:00:00",,,,3631,,28,335,363,327,690,,,,1040,,0,17,17,67,84,24,245,269,863,1132,0,34,34,142,176,177,199,376,355,25,0,665
"2020-04-25 00:00:00",,,,3433,,33,321,354,350,704,,,,1015,,0,18,18,64,82,18,244,262,862,1124,0,30,30,140,170,187,210,397,355,25,0,680
"2020-04-26 00:00:00",,,,3558,,24,350,374,338,712,,,,1016,,,19,,67,,20,251,271,866,1137,0,34,34,137,171,166,192,358,355,25,0,683
"2020-04-27 00:00:00",,,,3637,,24,334,358,357,715,,,,1027,,0,20,20,66,86,17,242,259,870,1129,0,29,29,139,168,156,234,390,355,25,0,732
"2020-04-28 00:00:00",,,,3584,,23,338,361,319,680,,,,1034,,0,15,15,85,100,16,249,265,845,1110,0,29,29,131,160,175,227,402,355,25,0,765
"2020-04-29 00:00:00",,,,3511,,20,368,388,310,698,,,,971,,0,20,20,80,100,14,256,270,787,1057,0,31,31,125,156,162,226,388,355,25,0,792
"2020-04-30 00:00:00",,,,3379,,25,381,406,299,705,,,,1066,,0,24,24,77,101,13,264,277,836,1113,0,37,37,122,159,169,242,411,335,25,0,826
"2020-05-01 00:00:00",,,,3379,,26,365,391,261,652,,,,1075,,0,77,77,22,99,22,241,263,827,1090,0,34,34,129,163,172,230,402,335,25,0,829
"2020-05-02 00:00:00",,,,3502,,22,376,398,292,690,,,,1072,,,25,,79,,20,254,274,891,1165,0,27,27,138,165,181,233,414,355,25,0,841
"2020-05-03 00:00:00",,,,3371,,24,375,399,297,696,,,,1019,,,24,,85,,10,259,269,845,1114,0,28,28,133,161,164,293,457,355,25,0,845
"2020-05-04 00:00:00",,,,3522,,21,377,398,294,692,,,,1048,,0,23,23,83,106,19,269,288,873,1161,2,31,33,137,170,166,304,470,355,25,0,872
"2020-05-05 00:00:00",,,,3471,,16,370,386,293,679,,,,1036,,,23,,86,,8,244,252,864,1116,0,33,33,132,165,180,308,488,355,25,0,895
"2020-05-06 00:00:00",,,,3379,,17,379,396,284,680,,,,977,,0,19,19,83,102,9,262,271,806,1077,0,34,34,126,160,171,301,472,355,25,0,927
"2020-05-07 00:00:00",,,,3437,,18,368,386,279,665,,,,1007,,0,20,20,76,96,14,250,264,862,1126,0,35,35,130,165,184,293,477,355,25,0,953
"2020-05-08 00:00:00",,,,3248,,18,390,408,283,691,,,,1040,,0,24,24,79,103,10,266,276,820,1096,0,34,34,127,161,203,331,534,355,25,0,974
"2020-05-09 00:00:00",,,,3371,,10,382,392,291,683,,,,1024,,0,24,24,82,106,7,257,264,872,1136,0,32,32,130,162,203,327,530,355,25,0,983
"2020-05-10 00:00:00",,,,3370,,14,397,411,264,675,,,,1025,,0,23,23,80,103,4,247,251,857,1108,0,31,31,123,154,210,331,541,355,25,0,985
"2020-05-11 00:00:00",,,,3494,,20,384,404,254,658,,,,1066,,0,23,23,84,107,5,235,240,822,1062,0,36,36,120,156,180,341,521,355,25,0,1005
"2020-05-12 00:00:00",,,,3698,,16,400,416,258,674,,,,1078,,0,26,26,82,108,5,255,260,891,1151,0,40,40,131,171,186,338,524,355,25,0,1026
"2020-05-13 00:00:00",,,,3347,,10,398,408,260,668,,,,1059,,0,25,25,82,107,6,252,258,857,1115,0,35,35,132,167,191,328,519,355,25,0,1053
"2020-05-14 00:00:00",,,,3392,,18,405,423,259,682,,,,1054,,0,22,22,83,105,5,259,264,875,1139,0,38,38,143,181,200,331,531,355,25,0,1070
"2020-05-15 00:00:00",,,,3503,,18,414,432,252,684,,,,1057,,0,24,24,79,103,3,248,251,875,1126,0,40,40,123,163,197,346,543,355,25,0,1087
"2020-05-16 00:00:00",,,,3460,,15,419,434,237,671,,,,1080,,0,27,27,78,105,5,258,263,894,1157,0,37,37,140,177,174,348,522,355,25,0,1088
"2020-05-17 00:00:00",,,,3378,,24,425,449,235,684,,,,1051,,0,24,24,91,115,5,241,246,862,1108,0,32,32,126,158,151,376,527,355,25,0,1091
"2020-05-18 00:00:00",,,,3572,,17,419,436,229,665,,,,1028,,0,25,25,84,109,4,258,262,830,1092,0,29,29,128,157,159,344,503,355,25,0,1107
"2020-05-19 00:00:00",,,,3414,,20,435,455,237,692,,,,1092,,0,24,24,66,90,7,266,273,875,1148,1,30,31,151,182,154,315,469,355,25,0,1124
"2020-05-20 00:00:00",,,,3150,,13,430,443,234,677,,,,1017,,0,24,24,69,93,5,276,281,854,1135,0,36,36,133,169,163,361,524,355,25,0,1143
"2020-05-21 00:00:00",,,,3114,,13,422,435,227,662,,,,1044,,0,24,24,57,81,7,264,271,829,1100,0,36,36,130,166,163,332,495,355,25,0,1164
"2020-05-22 00:00:00",,,,3107,,12,438,450,225,675,,,,1043,,0,26,26,61,87,6,268,274,803,1077,0,37,37,130,167,177,358,535,355,25,0,1175
"2020-05-23 00:00:00",,,,3151,,14,445,459,249,708,,,,1047,,0,19,19,56,75,5,260,265,889,1154,0,37,37,147,184,160,363,523,355,25,0,1181
"2020-05-24 00:00:00",,,,3322,,13,418,431,254,685,,,,,,0,22,22,54,76,7,264,271,842,1113,0,38,38,131,169,144,371,515,355,25,0,1184
"2020-05-25 00:00:00",,,,3093,,16,425,441,248,689,,,,1044,,0,21,21,70,91,8,249,257,825,1082,0,34,34,138,172,159,381,540,355,25,0,1189
"2020-05-26 00:00:00",,,,3416,,14,425,439,246,685,,,,1066,,0,15,15,62,77,4,241,245,861,1106,0,32,32,139,171,162,375,537,355,25,0,1212
"2020-05-27 00:00:00",,,,3100,,8,418,426,228,654,,,,1038,,0,27,27,68,95,4,249,253,829,1082,0,38,38,132,170,153,360,513,355,25,0,1231
"2020-05-28 00:00:00",,,,3005,,12,438,450,220,670,,,,1039,,0,26,26,63,89,5,259,264,872,1136,0,36,36,132,168,175,359,534,355,25,0,1247
"2020-05-29 00:00:00",,,,2766,,12,400,412,236,648,,,,960,,0,35,35,60,95,5,244,249,829,1078,0,32,32,144,176,165,336,501,355,25,0,1272
"2020-05-30 00:00:00",,,,3092,,6,439,445,238,683,,,,1017,,0,30,30,59,89,5,265,270,879,1149,0,30,30,135,165,168,364,532,355,25,0,1276
"2020-05-31 00:00:00",,,,3271,,9,424,433,256,689,,,,1017,,0,27,27,68,95,1,268,269,849,1118,0,32,32,136,168,157,376,533,355,25,0,1276
"2020-06-01 00:00:00",,,,3489,,9,425,434,242,676,,,,1040,,0,26,26,65,91,4,255,259,854,1113,0,33,33,149,182,153,367,520,355,25,0,1291
"2020-06-02 00:00:00",,,,3417,,17,421,438,242,680,,,,1055,,0,28,28,61,89,10,268,278,884,1162,0,29,29,139,168,165,341,506,355,25,0,1305
"2020-06-03 00:00:00",,,,2894,,12,425,437,215,652,,,,957,,0,30,30,64,94,7,248,255,849,1104,0,32,32,136,168,164,349,513,355,25,0,1315
"2020-06-04 00:00:00",,,,3171,,15,442,457,245,702,,,,1031,,0,35,35,59,94,9,269,278,859,1137,0,29,29,138,167,183,354,537,355,25,0,1324
"2020-06-05 00:00:00",,,,3044,,9,443,452,231,683,,,,1031,,0,31,31,66,97,7,254,261,887,1148,0,29,29,146,175,177,346,523,355,25,0,1335
"2020-06-06 00:00:00",,,,3176,,7,438,445,228,673,,,,1000,,0,28,28,60,88,4,250,254,879,1133,0,30,30,147,177,175,349,524,355,25,0,1337
"2020-06-07 00:00:00",,,,3146,,6,416,422,242,664,,,,970,,0,29,29,68,97,7,262,269,843,1112,0,26,26,150,176,161,350,511,355,25,0,1339
"2020-06-08 00:00:00",,,,3324,,8,421,429,258,687,,,,1058,,0,32,32,62,94,7,247,254,869,1123,0,30,30,137,167,201,363,564,355,25,0,1347
"2020-06-09 00:00:00",,,,3211,,0,427,427,244,671,,,,1041,,0,29,29,62,91,6,269,275,862,1137,0,31,31,137,168,187,357,544,355,25,0,1355
"2020-06-10 00:00:00",,,,3821,,8,400,408,220,628,,,,1031,,0,24,24,71,95,5,300,305,837,1142,0,29,29,140,169,168,367,535,355,25,0,1368
"2020-06-11 00:00:00",,,,2903,,7,453,460,210,670,,,,1020,,0,27,27,69,96,4,284,288,887,1175,0,32,32,142,174,178,354,532,355,25,0,1374
"2020-06-12 00:00:00",,,,3000,,3,454,457,239,696,,,,1002,,0,23,23,68,91,4,279,283,866,1149,0,34,34,136,170,189,354,543,355,25,0,1385
"2020-06-13 00:00:00",,,,2985,,4,443,447,248,695,,,,1022,,0,24,24,69,93,3,275,278,887,1165,0,36,36,131,167,194,338,532,355,25,0,1388
"2020-06-14 00:00:00",,,,3038,,6,420,426,235,661,,,,977,,0,23,23,67,90,2,284,286,829,1115,0,35,35,128,163,158,347,505,355,25,0,1390
"2020-06-15 00:00:00",,,,3213,,8,427,435,247,682,,,,1047,,0,24,24,75,99,2,277,279,876,1155,0,31,31,134,165,171,355,526,355,25,0,1395
"2020-06-16 00:00:00",,,,3243,,9,424,433,242,675,,,,1026,,0,28,28,62,90,1,280,281,894,1175,0,28,28,134,162,157,343,500,355,25,0,1400
"2020-06-17 00:00:00",,,,3142,,8,444,452,234,686,,,,1048,,0,27,27,61,88,1,279,280,892,1172,0,30,30,130,160,158,353,511,355,25,0,1409
"2020-06-18 00:00:00",,,,2981,,9,462,471,204,675,,,,1000,,0,21,21,69,90,5,268,273,901,1174,0,28,28,142,170,181,343,524,355,25,0,1428
"2020-06-19 00:00:00",,,,2813,,7,444,451,208,659,,,,969,,0,26,26,73,99,3,302,305,860,1165,0,28,28,138,166,158,342,500,355,25,0,1456
"2020-06-20 00:00:00",,,,3019,,10,467,477,195,672,,,,978,,0,27,27,63,90,4,298,302,894,1196,0,29,29,144,173,158,374,532,355,25,0,1458
"2020-06-21 00:00:00",,,,3197,,13,456,469,204,673,,,,945,,0,33,33,57,90,5,285,290,900,1190,0,29,29,144,173,141,374,515,355,25,0,1459
"2020-06-22 00:00:00",,,,2975,,10,430,440,196,636,,,,949,,0,31,31,53,84,3,258,261,853,1114,0,31,31,146,177,151,350,501,355,25,0,1485
"2020-06-23 00:00:00",,,,3016,,9,460,469,211,680,,,,1013,,0,31,31,58,89,2,278,280,860,1140,0,30,30,144,174,149,361,510,355,25,0,1502
"2020-06-24 00:00:00",,,,2888,,9,475,484,197,681,,,,941,,0,33,33,40,73,2,284,286,893,1179,0,24,24,147,171,144,358,502,355,25,0,1511
"2020-06-25 00:00:00",,,,2753,,12,488,500,190,690,,,,935,,0,34,34,41,75,4,282,286,898,1184,0,30,30,145,175,169,353,522,355,25,0,1522
"2020-06-26 00:00:00",,,,2669,,9,481,490,189,679,,,,956,,0,28,28,68,96,7,270,277,913,1190,0,30,30,150,180,172,335,507,355,25,0,1532
"2020-06-27 00:00:00",,,,2734,,10,486,496,205,701,,,,946,,0,32,32,57,89,5,295,300,898,1198,0,30,30,139,169,170,336,506,355,25,0,1538
"2020-06-28 00:00:00",,,,2867,,8,450,458,233,691,,,,921,,0,32,32,49,81,5,276,281,856,1137,0,29,29,135,164,163,367,530,355,25,0,1540
"2020-06-29 00:00:00",,,,2686,,8,467,475,206,681,,,,969,,0,36,36,59,95,1,305,306,872,1178,0,32,32,155,187,164,342,506,355,25,0,1552
"2020-06-30 00:00:00",,,,2495,,9,457,466,218,684,,,,883,,0,32,32,45,77,2,288,290,854,1144,0,32,32,133,165,153,328,481,355,25,0,1564
"2020-07-01 00:00:00",,,,2976,,7,477,484,212,696,,,,951,,0,33,33,50,83,3,294,297,857,1154,0,27,27,137,164,180,329,509,355,25,0,1578
"2020-07-02 00:00:00",,,,2835,,8,482,490,206,696,,,,946,,0,31,31,55,86,3,312,315,872,1187,0,28,28,128,156,169,352,521,355,25,0,1590
"2020-07-03 00:00:00",,,,2540,,11,489,500,176,676,,,,949,,0,31,31,47,78,6,301,307,829,1136,0,33,33,136,169,181,228,409,355,25,0,1607
"2020-07-04 00:00:00",,,,2848,,8,484,492,213,705,,,,944,,0,28,28,60,88,4,293,297,843,1140,0,30,30,127,157,173,348,521,355,25,0,1618
"2020-07-05 00:00:00",,,,2876,,9,481,490,186,676,,,,933,,0,33,33,53,86,5,295,300,833,1133,0,24,24,136,160,169,332,501,355,25,0,1625
"2020-07-06 00:00:00",,,,3056,,18,455,473,230,703,,,,936,,0,31,31,60,91,11,292,303,831,1134,0,24,24,136,160,178,339,517,355,25,0,1642
"2020-07-07 00:00:00",,,,2838,,19,446,465,261,726,,,,1012,,0,29,29,61,90,7,298,305,849,1154,0,29,29,127,156,205,401,606,355,25,0,1663
"2020-07-08 00:00:00",,,,2636,,9,454,463,195,658,,,,992,,0,26,26,58,84,10,306,316,852,1168,0,35,35,129,164,176,422,598,355,25,0,1678
"2020-07-09 00:00:00",,,,2878,,11,467,478,222,700,,,,964,,0,25,25,70,95,7,312,319,864,1183,0,23,23,124,147,191,323,514,355,25,0,1699
"2020-07-10 00:00:00",,,,2662,,12,459,471,193,664,,,,978,,0,24,24,62,86,10,323,333,840,1173,0,37,37,137,174,191,327,518,355,25,0,1714
"2020-07-11 00:00:00",,,,2853,,12,463,475,223,698,,,,951,,0,33,33,66,99,7,306,313,870,1183,0,25,25,129,154,220,307,527,355,25,0,1718
"2020-07-12 00:00:00",,,,2827,,12,449,461,229,690,,,,906,,0,32,32,65,97,11,295,306,846,1152,0,20,20,140,160,192,200,392,355,25,0,1719
"2020-07-13 00:00:00",,,,2724,,15,450,465,196,661,,,,883,,0,27,27,60,87,8,259,267,870,1137,0,25,25,141,166,199,293,492,355,25,0,1745
"2020-07-14 00:00:00",,,,2905,,14,446,460,209,669,,,,921,,0,35,35,63,98,9,285,294,864,1158,0,25,25,134,159,201,291,492,355,25,0,1789
"2020-07-15 00:00:00",,,,2520,,18,427,445,231,676,,,,840,,0,36,36,52,88,11,273,284,782,1066,0,28,28,118,146,219,280,499,355,25,0,1820
"2020-07-16 00:00:00",,,,2565,,25,447,472,227,699,,,,878,,0,37,37,57,94,14,322,336,801,1137,0,25,25,122,147,223,295,518,355,25,0,1869
"2020-07-17 00:00:00",,,,2555,,34,438,472,220,692,,,,873,,0,31,31,59,90,27,286,313,812,1125,0,32,32,125,157,246,206,452,355,25,0,1914
"2020-07-18 00:00:00",,,,2555,,34,438,472,220,692,,,,873,,0,31,31,59,90,27,286,313,812,1125,0,32,32,125,157,246,206,452,355,25,0,1929
"2020-07-19 00:00:00",,,,2793,,26,446,472,208,680,,,,962,,0,30,30,55,85,18,312,330,844,1174,0,34,34,135,169,274,275,549,355,25,0,1932
"2020-07-20 00:00:00",,,,2813,,31,444,475,213,688,,,,933,,0,26,26,59,85,20,313,333,852,1185,0,28,28,127,155,282,210,492,355,25,0,2017
"2020-07-21 00:00:00",,,,2705,,40,442,482,220,702,,,,970,,0,24,24,61,85,24,292,316,874,1190,0,28,28,136,164,282,205,487,355,25,0,2106
"2020-07-22 00:00:00",,,,2486,,49,432,481,222,703,,,,923,,0,35,35,54,89,31,316,347,805,1152,0,27,27,132,159,305,196,501,355,25,0,2186
"2020-07-23 00:00:00",,,,2753,,56,452,508,212,720,,,,954,,0,35,35,54,89,40,325,365,826,1191,0,40,40,122,162,358,233,591,355,25,0,2305
"2020-07-24 00:00:00",,,,2521,,58,430,488,220,708,,,,914,,0,31,31,57,88,31,313,344,800,1144,0,47,47,125,172,318,183,501,355,25,0,2449
"2020-07-25 00:00:00",,,,2542,,57,420,477,238,715,,,,786,,0,28,28,48,76,35,303,338,794,1132,0,49,49,125,174,308,175,483,355,25,0,2463
"2020-07-26 00:00:00",,,,2871,,61,426,487,238,725,,,,874,,0,32,32,57,89,34,307,341,820,1161,0,34,34,118,152,312,203,515,355,25,0,2478
"2020-07-27 00:00:00",,,,3125,,66,428,494,211,705,,,,900,,0,28,28,60,88,37,310,347,826,1173,0,37,37,122,159,304,203,507,355,25,0,2673
"2020-07-28 00:00:00",,,,3346,,66,422,488,225,713,,,,966,,0,28,28,66,94,37,294,331,798,1129,0,33,33,115,148,197,294,491,355,25,0,2917
"2020-07-29 00:00:00",,,,3100,,63,458,521,223,744,,,,1010,,0,29,29,68,97,40,315,355,799,1154,0,29,29,126,155,346,203,549,355,25,0,3129
"2020-07-30 00:00:00",,,,3100,,63,458,521,223,744,,,,1010,,0,29,29,68,97,40,315,355,799,1154,0,29,29,126,155,346,203,549,355,25,0,3369
"2020-07-31 00:00:00",,,,3308,,62,440,502,250,752,,,,989,,0,24,24,71,95,39,321,360,796,1156,0,37,37,133,170,313,185,498,355,25,0,3693
"2020-08-01 00:00:00",,,,3299,,65,425,490,254,744,,,,862,,0,21,21,64,85,41,331,372,812,1184,0,33,33,138,171,346,199,545,355,25,0,3824
"2020-08-02 00:00:00",,,,3057,,64,415,479,215,694,,,,948,,0,22,22,74,96,46,317,363,773,1136,0,27,27,129,156,323,181,504,355,25,0,3872
"2020-08-03 00:00:00",,,,3244,,66,433,499,250,749,,,,971,,0,28,28,70,98,51,333,384,813,1197,0,23,23,137,160,330,188,518,355,25,0,4325
"2020-08-04 00:00:00",,,,3275,,75,438,513,242,755,,,,993,,0,31,31,69,100,56,337,393,815,1208,0,24,24,133,157,325,185,510,355,25,0,4693
"2020-08-05 00:00:00",,,,3013,,73,458,531,221,752,,,,995,,0,30,30,68,98,54,356,410,792,1202,0,31,31,127,158,363,192,555,355,25,0,5115
"2020-08-06 00:00:00",,,,2788,,76,467,543,210,753,,,,975,,0,27,27,71,98,53,359,412,799,1211,0,30,30,125,155,339,187,526,355,25,0,5453
"2020-08-07 00:00:00",,,,2796,,73,468,541,217,758,,,,963,,0,30,30,61,91,58,354,412,807,1219,0,36,36,120,156,331,196,527,355,25,0,5740
"2020-08-08 00:00:00",,,,2777,,77,463,540,212,752,,,,993,,0,33,33,60,93,54,366,420,797,1217,0,34,34,125,159,374,181,555,355,25,0,5837
"2020-08-09 00:00:00",,,,2732,,79,458,537,229,766,,,,914,,0,29,29,70,99,53,351,404,778,1182,0,34,34,111,145,356,182,538,355,25,0,5901
"2020-08-10 00:00:00",,,,3000,,77,456,533,211,744,,,,897,,0,31,31,64,95,50,352,402,768,1170,0,37,37,112,149,323,190,513,355,25,0,6222
"2020-08-11 00:00:00",,,,2998,,80,459,539,220,759,,,,986,,0,29,29,67,96,62,343,405,739,1144,0,31,31,120,151,339,189,528,355,25,0,6518
"2020-08-12 00:00:00",,,,2965,,75,448,523,234,757,,,,967,,0,32,32,64,96,57,343,400,719,1119,0,35,35,120,155,334,194,528,355,25,0,6823
"2020-08-13 00:00:00",,,,2907,,80,469,549,217,766,,,,966,,0,28,28,70,98,57,343,400,719,1119,0,34,34,114,148,419,186,605,355,25,0,7126
"2020-08-14 00:00:00",,,,2861,,70,450,520,219,739,,,,965,,0,29,29,65,94,49,321,370,748,1118,0,35,35,118,153,332,173,505,355,25,0,7399
"2020-08-15 00:00:00",,,,2869,,66,457,523,217,740,,,,984,,0,31,31,60,91,46,354,400,799,1199,0,35,35,117,152,315,191,506,355,25,0,7472
"2020-08-16 00:00:00",,,,2955,,64,447,511,238,749,,,,919,,0,30,30,60,90,48,351,399,779,1178,0,36,36,116,152,293,194,487,355,25,0,7528
"2020-08-17 00:00:00",,,,3092,,55,433,488,255,743,,,,964,,0,29,29,62,91,44,311,355,778,1133,0,33,33,120,153,274,209,483,355,25,0,7838
"2020-08-18 00:00:00",,,,3195,,62,443,505,243,748,,,,995,,0,35,35,60,95,45,332,377,820,1197,0,33,33,117,150,294,143,437,355,25,0,8131
"2020-08-19 00:00:00",,,,3050,,58,443,501,244,745,,,,966,,0,30,30,59,89,39,342,381,819,1200,0,32,32,123,155,310,143,453,355,25,0,8384
"2020-08-20 00:00:00",,,,2971,,57,445,502,229,731,,,,958,,0,29,29,61,90,37,344,381,823,1204,0,33,33,140,173,316,150,466,355,25,0,8474
"2020-08-21 00:00:00",,,,2986,,65,459,524,227,751,,,,961,,0,30,30,62,92,42,347,389,789,1178,0,42,42,110,152,316,167,483,355,25,0,8839
"2020-08-22 00:00:00",,,,2999,,67,474,541,217,758,,,,974,,0,30,30,61,91,41,352,393,794,1187,0,35,35,114,149,312,160,472,355,25,0,8960
"2020-08-23 00:00:00",,,,3263,,66,475,541,205,746,,,,972,,0,35,35,61,96,36,316,352,758,1110,0,33,33,117,150,293,217,510,355,25,0,9003
"2020-08-24 00:00:00",,,,3453,,71,462,533,239,772,,,,971,,0,29,29,65,94,42,352,394,784,1178,0,30,30,121,151,281,224,505,355,25,0,9417
"2020-08-25 00:00:00",,,,3236,,67,451,518,229,747,,,,973,,0,31,31,64,95,43,351,394,772,1166,0,29,29,120,149,282,178,460,355,25,0,9891
"2020-08-26 00:00:00",,,,3124,,62,448,510,234,744,,,,953,,0,30,30,63,93,44,344,388,792,1180,0,32,32,124,156,294,165,459,355,25,0,10282
"2020-08-27 00:00:00",,,,2944,,74,475,549,209,758,,,,920,,0,33,33,58,91,41,356,397,775,1172,0,33,33,126,159,293,154,447,355,25,0,10662
"2020-08-28 00:00:00",,,,3120,,72,465,537,208,745,,,,943,,0,27,27,65,92,51,345,396,777,1173,0,29,29,127,156,293,161,454,355,25,0,11117
"2020-08-29 00:00:00",,,,3085,,65,471,536,211,747,,,,945,,0,31,31,62,93,44,349,393,780,1173,0,33,33,125,158,271,188,459,355,25,0,11283
"2020-08-30 00:00:00",,,,3156,,63,460,523,214,737,,,,920,,0,32,32,61,93,46,350,396,740,1136,0,34,34,123,157,270,257,527,355,25,0,11322
"2020-08-31 00:00:00",,,,3029,,65,451,516,212,728,,,,923,,0,27,27,67,94,50,358,408,754,1162,0,32,32,124,156,264,263,527,355,25,0,11744
"2020-09-01 00:00:00",,,,3132,,71,467,538,209,747,,,,955,,0,28,28,62,90,51,355,406,799,1205,0,28,28,127,155,266,241,507,355,25,0,12175
"2020-09-02 00:00:00",,,,3094,,71,466,537,229,766,,,,980,,0,28,28,65,93,53,341,394,751,1145,0,33,33,116,149,293,230,523,355,25,0,12617
"2020-09-03 00:00:00",,,,3040,,73,489,562,212,774,,,,988,,0,27,27,67,94,57,375,432,774,1206,0,34,34,115,149,301,215,516,355,25,0,12998
"2020-09-04 00:00:00",,,,3080,,78,499,577,215,792,,,,967,,0,28,28,63,91,60,369,429,772,1201,0,31,31,118,149,281,235,516,355,25,0,13427
"2020-09-05 00:00:00",,,,3101,,76,487,563,232,795,,,,971,,0,24,24,62,86,67,367,434,743,1177,0,30,30,119,149,287,218,505,355,25,0,13614
"2020-09-06 00:00:00",,,,3332,,73,472,545,237,782,,,,961,,0,21,21,68,89,67,347,414,796,1210,0,26,26,125,151,280,233,513,355,25,0,13641
"2020-09-07 00:00:00",,,,3329,,81,450,531,243,774,,,,960,,0,20,20,69,89,72,325,397,780,1177,0,28,28,118,146,284,235,519,355,25,0,14049
"2020-09-08 00:00:00",,,,3046,,80,457,537,235,772,,,,954,,1,20,21,70,91,66,319,385,775,1160,0,32,32,119,151,297,234,531,355,25,0,14372
"2020-09-09 00:00:00",,,,3220,,70,447,517,239,756,,,,977,,1,20,21,70,91,56,352,408,787,1195,0,32,32,123,155,296,210,506,355,25,0,14800
"2020-09-10 00:00:00",,,,3111,,69,459,528,236,764,,,,975,,1,27,28,63,91,57,365,422,770,1192,0,28,28,117,145,276,228,504,355,25,0,15120
"2020-09-11 00:00:00",,,,3086,,67,471,538,218,756,,,,963,,1,27,28,64,92,52,344,396,799,1195,0,27,27,114,141,316,219,535,355,25,0,15401
"2020-09-12 00:00:00",,,,3091,,70,471,541,219,760,,,,956,,1,28,29,63,92,54,340,394,777,1171,0,23,23,128,151,309,208,517,355,25,0,15431
"2020-09-13 00:00:00",,,,3119,,66,458,524,232,756,,,,942,,1,30,31,62,93,50,334,384,799,1183,0,29,29,135,164,295,217,512,355,25,0,15470
"2020-09-14 00:00:00",,,,3301,,62,449,511,235,746,,,,959,,1,27,28,66,94,37,340,377,782,1159,0,22,22,128,150,300,209,509,355,25,0,15792
"2020-09-15 00:00:00",,,,3298,,64,449,513,233,746,,,,1000,,1,25,26,68,94,43,334,377,780,1157,1,25,26,125,151,318,208,526,355,25,0,16080
"2020-09-16 00:00:00",,,,3155,,67,480,547,216,763,,,,998,,1,24,25,66,91,39,336,375,764,1139,1,29,30,116,146,321,216,537,355,25,0,16296
"2020-09-17 00:00:00",,,,3016,,67,475,542,216,758,,,,962,,1,28,29,63,92,42,335,377,765,1142,1,31,32,113,145,304,222,526,355,25,0,16509
"2020-09-18 00:00:00",,,,2927,,69,485,554,215,769,,,,978,,1,31,32,62,94,40,331,371,777,1148,1,28,29,111,140,293,224,517,355,25,0,16713
"2020-09-19 00:00:00",,,,2989,,60,485,545,203,748,,,,988,,1,30,31,69,100,38,349,387,775,1162,1,31,32,114,146,286,243,529,355,25,0,16802
"2020-09-20 00:00:00",,,,3196,,63,469,532,216,748,,,,930,,1,32,33,64,97,42,324,366,780,1146,1,30,31,117,148,279,236,515,355,25,0,16827
