FE_REPORTE,CAMAS_ADULTOS_COVID,CAMAS_ADULTOS_NOCOVID,CAMAS_ADULTOS_OCC,CAMAS_ADULTOS_DISP,CAMAS_ADULTOS_TOTAL,CAMAS_ICU_COVID,CAMAS_ICU_NOCOVID,CAMAS_ICU_OCC,CAMAS_ICU_DISP,CAMAS_ICU_TOTAL,CAMAS_PED_COVID,CAMAS_PED_NOCOVID,CAMAS_PED_OCC,CAMAS_PED_DISP,CAMAS_PED_TOTAL,CAMAS_PICU_COVID,CAMAS_PICU_NOCOVID,CAMAS_PICU_OCC,CAMAS_PICU_DISP,CAMAS_PICU_TOTAL,VENT_ADULTOS_COVID,VENT_ADULTOS_NOCOVID,VENT_ADULTOS_OCC,VENT_ADULTOS_DISP,VENT_ADULTOS_TOTAL,VENT_PED_COVID,VENT_PED_NOCOVID,VENT_PED_OCC,VENT_PED_DISP,VENT_PED_TOTAL,CUARTOS_PRESNEG_OCC,CUARTOS_PRESNEG_DISP,CUARTOS_PRESNEG_TOTAL,VENT_ORD,VENT_REC,VENT_ENTR,CONVALECIENTES
"2020-09-21 00:00:00",,,,3199,,62,473,535,229,764,,,,873,,1,29,30,57,87,40,326,366,766,1132,1,29,30,120,150,267,244,511,355,25,0,17081
"2020-09-22 00:00:00",,,,3146,,62,464,526,229,755,,,,940,,1,25,26,58,84,41,352,393,765,1158,1,30,31,116,147,274,234,508,355,25,0,17350
"2020-09-23 00:00:00",,,,3057,,62,475,537,206,743,,,,924,,1,29,30,70,100,35,341,376,763,1139,1,27,28,119,147,293,235,528,355,25,0,17627
"2020-09-24 00:00:00",,,,3002,,64,488,552,195,747,,,,907,,1,27,28,62,90,32,339,371,778,1149,1,24,25,121,146,278,229,507,355,25,0,17940
"2020-09-25 00:00:00",,,,2934,,66,486,552,208,760,,,,948,,1,26,27,68,95,27,318,345,802,1147,1,26,27,114,141,294,225,519,355,25,0,18203
"2020-09-26 00:00:00",,,,2948,,58,447,505,188,693,,,,969,,1,35,36,62,98,32,334,366,805,1171,1,28,29,120,149,260,244,504,355,25,0,18303
"2020-09-27 00:00:00",,,,3093,,64,450,514,191,705,,,,963,,1,29,30,63,93,37,348,385,778,1163,1,31,32,119,151,256,249,505,355,25,0,18337
"2020-09-28 00:00:00",,,,3181,,68,450,518,192,710,,,,943,,1,31,32,66,98,37,308,345,779,1124,1,31,32,117,149,243,264,507,355,25,0,18443
"2020-09-29 00:00:00",,,,3167,,67,450,517,191,708,,,,995,,1,29,30,69,99,32,318,350,793,1143,1,28,29,114,143,260,255,515,355,25,0,18824
"2020-09-30 00:00:00",,,,3225,,61,439,500,191,691,,,,950,,1,31,32,68,100,38,334,372,803,1175,1,27,28,108,136,267,269,536,355,25,0,19274
"2020-10-01 00:00:00",,,,2963,,58,452,510,186,696,,,,942,,1,37,38,62,100,37,319,356,801,1157,1,30,31,115,146,275,247,522,355,25,0,19892
"2020-10-02 00:00:00",,,,2933,,58,445,503,194,697,,,,906,,1,35,36,63,99,37,330,367,812,1179,1,29,30,115,145,273,260,533,355,25,0,20448
"2020-10-03 00:00:00",,,,2994,,56,436,492,199,691,,,,948,,1,36,37,62,99,30,308,338,826,1164,1,27,28,118,146,266,264,530,355,25,0,20599
"2020-10-04 00:00:00",,,,3104,,48,429,477,218,695,,,,927,,1,34,35,63,98,40,315,355,865,1220,1,25,26,128,154,261,286,547,355,25,0,20633
"2020-10-05 00:00:00",,,,3284,,55,421,476,219,695,,,,926,,1,34,35,64,99,40,319,359,803,1162,1,27,28,124,152,259,285,544,355,25,0,21116
"2020-10-06 00:00:00",,,,3156,,60,425,485,206,691,,,,944,,1,33,34,65,99,32,314,346,819,1165,1,25,26,122,148,263,268,531,355,25,0,21528
"2020-10-07 00:00:00",,,,3071,,50,435,485,208,693,,,,945,,1,35,36,65,101,35,307,342,818,1160,1,31,32,115,147,266,265,531,355,25,0,22223
"2020-10-08 00:00:00",,,,3010,,48,445,493,195,688,,,,913,,1,35,36,64,100,26,325,351,812,1163,1,31,32,111,143,261,276,537,355,25,0,22756
"2020-10-09 00:00:00",,,,2976,,54,426,480,212,692,,,,909,,1,35,36,61,97,28,326,354,788,1142,1,29,30,114,144,259,293,552,355,25,0,23189
"2020-10-10 00:00:00",,,,3077,,53,449,502,205,707,,,,899,,2,36,38,58,96,30,344,374,767,1141,1,34,35,104,139,265,283,548,355,25,0,23325
"2020-10-11 00:00:00",,,,3033,,49,437,486,189,675,,,,906,,2,37,39,56,95,33,314,347,799,1146,1,35,36,109,145,303,278,581,355,25,0,23358
"2020-10-12 00:00:00",,,,3314,,52,446,498,184,682,,,,918,,2,36,38,62,100,35,337,372,778,1150,1,29,30,109,139,248,272,520,355,25,0,23724
"2020-10-13 00:00:00",,,,3239,,52,445,497,194,691,,,,945,,2,41,43,56,99,33,344,377,760,1137,1,33,34,116,150,256,284,540,355,25,0,24093
"2020-10-14 00:00:00",,,,3137,,51,454,505,178,683,,,,949,,2,41,43,58,101,36,347,383,779,1162,1,36,37,106,143,267,263,530,355,25,0,24423
"2020-10-15 00:00:00",,,,2998,,60,453,513,179,692,,,,913,,2,39,41,59,100,36,348,384,781,1165,1,35,36,113,149,258,278,536,355,25,0,24764
"2020-10-16 00:00:00",,,,2997,,62,471,533,165,698,,,,919,,2,37,39,59,98,34,347,381,784,1165,1,33,34,116,150,262,282,544,355,25,0,25073
"2020-10-17 00:00:00",,,,2976,,54,451,505,174,679,,,,881,,2,32,34,56,90,38,325,363,798,1161,1,33,34,114,148,250,284,534,355,25,0,25200
"2020-10-18 00:00:00",,,,3035,,56,452,508,184,692,,,,825,,3,33,36,58,94,37,331,368,786,1154,2,33,35,125,160,233,286,519,355,25,0,25226
"2020-10-19 00:00:00",,,,3115,,61,458,519,182,701,,,,863,,3,36,39,59,98,39,351,390,756,1146,2,27,29,130,159,238,271,509,355,25,0,25554
"2020-10-20 00:00:00",,,,3144,,58,449,507,188,695,,,,959,,3,33,36,61,97,36,342,378,746,1124,2,28,30,131,161,247,283,530,355,25,0,25888
"2020-10-21 00:00:00",,,,2979,,59,457,516,180,696,,,,907,,3,38,41,56,97,43,350,393,752,1145,2,26,28,134,162,264,263,527,355,25,0,26208
"2020-10-22 00:00:00",,,,2905,,50,446,496,191,687,,,,908,,3,39,42,56,98,42,367,409,747,1156,2,29,31,126,157,276,257,533,355,25,0,26549
"2020-10-23 00:00:00",,,,2886,,48,454,502,183,685,,,,893,,3,40,43,53,96,38,368,406,784,1190,1,29,30,135,165,282,258,540,355,25,0,26890
"2020-10-24 00:00:00",,,,2938,,57,476,533,168,701,,,,914,,3,36,39,58,97,42,365,407,774,1181,1,21,22,136,158,286,255,541,355,25,0,27031
"2020-10-25 00:00:00",,,,3044,,57,456,513,190,703,,,,914,,3,33,36,66,102,45,329,374,781,1155,1,23,24,134,158,287,262,549,355,25,0,27067
"2020-10-26 00:00:00",,,,3042,,55,459,514,183,697,,,,892,,3,33,36,65,101,44,343,387,770,1157,1,22,23,134,157,287,250,537,355,25,0,27466
"2020-10-27 00:00:00",,,,2918,,56,459,515,186,701,,,,902,,3,35,38,61,99,37,336,373,752,1125,1,30,31,130,161,269,258,527,355,25,0,27878
"2020-10-28 00:00:00",,,,2779,,57,460,517,190,707,,,,906,,4,32,36,64,100,36,324,360,775,1135,1,28,29,126,155,286,238,524,355,25,0,28327
"2020-10-29 00:00:00",,,,2655,,60,444,504,197,701,,,,902,,3,30,33,68,101,38,332,370,763,1133,1,32,33,119,152,272,240,512,355,25,0,28823
"2020-10-30 00:00:00",,,,2673,,58,442,500,195,695,,,,872,,3,32,35,67,102,38,340,378,774,1152,1,29,30,128,158,270,258,528,355,25,0,29267
"2020-10-31 00:00:00",,,,2732,,60,423,483,214,697,,,,891,,1,29,30,67,97,39,330,369,761,1130,0,29,29,134,163,298,248,546,355,25,0,29468
"2020-11-01 00:00:00",,,,2871,,61,408,469,220,689,,,,887,,1,27,28,70,98,43,335,378,784,1162,0,30,30,127,157,260,261,521,355,25,0,29495
"2020-11-02 00:00:00",,,,3072,,68,421,489,226,715,,,,846,,0,25,25,74,99,51,335,386,785,1171,0,27,27,133,160,274,264,538,355,25,0,29786
"2020-11-03 00:00:00",,,,2995,,63,416,479,234,713,,,,932,,0,31,31,68,99,48,359,407,737,1144,0,27,27,129,156,266,241,507,355,25,0,30282
"2020-11-04 00:00:00",,,,2898,,60,437,497,209,706,,,,879,,0,32,32,65,97,46,351,397,735,1132,0,28,28,140,168,283,233,516,355,25,0,30836
"2020-11-05 00:00:00",,,,2879,,60,419,479,231,710,,,,920,,0,28,28,68,96,40,361,401,737,1138,0,29,29,130,159,302,212,514,355,25,0,31296
"2020-11-06 00:00:00",,,,2813,,68,421,489,229,718,,,,876,,0,32,32,63,95,42,362,404,737,1141,0,31,31,133,164,298,210,508,355,25,0,31816
"2020-11-07 00:00:00",,,,2781,,69,406,475,245,720,,,,,,0,28,28,66,94,49,370,419,751,1170,0,29,29,129,158,308,215,523,355,25,0,32066
"2020-11-08 00:00:00",,,,2774,,65,426,491,238,729,,,,,,0,27,27,70,97,52,365,417,739,1156,0,29,29,138,167,286,224,510,355,25,0,32110
"2020-11-09 00:00:00",,,,2855,,70,412,482,240,722,,,,,,0,24,24,72,96,59,366,425,769,1194,0,31,31,138,169,294,218,512,355,25,0,32644
"2020-11-10 00:00:00",,,,2839,,75,418,493,233,726,,,,,,0,27,27,67,94,52,363,415,730,1145,0,29,29,136,165,321,211,532,355,25,0,33189
"2020-11-11 00:00:00",,,,2717,,72,447,519,201,720,,,,,,0,31,31,64,95,58,381,439,699,1138,0,28,28,141,169,337,212,549,355,25,0,33759
"2020-11-12 00:00:00",,,,2612,,76,446,522,205,727,,,,,,0,35,35,64,99,59,388,447,706,1153,0,31,31,133,164,336,202,538,355,25,0,34398
"2020-11-13 00:00:00",,,,2697,,77,430,507,213,720,,,,,,0,34,34,62,96,59,385,444,694,1138,0,30,30,140,170,333,208,541,355,25,0,35005
"2020-11-14 00:00:00",,,,2666,,79,443,522,204,726,,,,924,,0,33,33,66,99,62,384,446,697,1143,0,33,33,137,170,319,213,532,355,25,0,35314
"2020-11-15 00:00:00",,,,2828,,90,448,538,208,746,,,,876,,0,28,28,71,99,66,368,434,699,1133,0,26,26,145,171,269,238,507,355,25,0,35366
"2020-11-16 00:00:00",,,,2946,,83,449,532,197,729,,,,920,,0,31,31,65,96,66,375,441,671,1112,0,24,24,143,167,267,218,485,355,25,0,36075
"2020-11-17 00:00:00",,,,2865,,85,416,501,256,757,,,,897,,0,27,27,69,96,70,375,445,708,1153,0,24,24,145,169,309,216,525,355,25,0,36732
"2020-11-18 00:00:00",,,,2771,,85,444,529,199,728,,,,,,1,28,29,70,99,73,375,448,705,1153,,29,,145,,292,233,525,355,25,0,37458
"2020-11-19 00:00:00",,,,2666,,91,451,542,189,731,,,,,,1,26,27,71,98,78,394,472,693,1165,,30,,138,,317,217,534,355,25,0,38112
"2020-11-20 00:00:00",,,,2682,,98,455,553,185,738,,,,,,1,32,33,66,99,98,391,489,720,1209,,29,,147,,315,213,528,355,25,0,38854
"2020-11-21 00:00:00",621,3507,4128,2680,6808,98,461,559,186,745,,,,929,,1,32,33,64,97,99,397,496,699,1195,0,24,24,151,175,318,238,556,194,161,161,39173
"2020-11-22 00:00:00",606,3412,4018,2731,6749,97,456,553,193,746,,,,899,,1,37,38,57,95,96,395,491,701,1192,0,28,28,148,176,310,219,529,194,161,161,39247
"2020-11-23 00:00:00",607,3241,3848,2883,6731,99,447,546,202,748,,,,916,,1,25,26,71,97,99,393,492,703,1195,0,25,25,151,176,298,245,543,194,161,161,40026
"2020-11-24 00:00:00",626,3054,3680,2970,6650,110,460,570,182,752,,,,982,,1,22,23,70,93,105,377,482,730,1212,0,26,26,147,173,315,230,545,194,161,161,40137
"2020-11-25 00:00:00",602,3194,3796,2941,6737,104,457,561,188,749,,,,953,,1,32,33,65,98,99,380,479,773,1252,0,22,22,143,165,322,228,550,194,161,161,41090
"2020-11-26 00:00:00",597,3179,3776,2969,6745,97,446,543,198,741,,,,952,,1,31,32,60,92,88,371,459,799,1258,0,21,21,145,166,327,226,553,194,161,161,42104
"2020-11-27 00:00:00",582,2906,3488,3149,6637,102,442,544,207,751,,,,920,,1,29,30,63,93,91,373,464,759,1223,0,21,21,141,162,319,231,550,194,161,161,43027
"2020-11-28 00:00:00",573,2811,3384,3355,6739,92,426,518,220,738,,,,929,,0,26,26,67,93,90,370,460,771,1231,0,19,19,149,168,317,242,559,194,161,161,43363
"2020-11-29 00:00:00",606,2784,3390,3289,6679,102,424,526,230,756,,,,908,,0,25,25,67,92,87,371,458,786,1244,0,19,19,149,168,321,231,552,194,161,161,43475
"2020-11-30 00:00:00",622,2816,3438,3227,6665,99,415,514,222,736,,,,892,,0,27,27,67,94,84,371,455,762,1217,0,18,18,148,166,327,224,551,194,161,161,44508
"2020-12-01 00:00:00",638,2938,3576,3178,6754,100,421,521,220,741,24,296,320,1002,1322,1,32,33,64,97,85,364,449,774,1223,0,22,22,148,170,326,214,540,194,161,161,45392
"2020-12-02 00:00:00",638,3202,3840,2969,6809,98,439,537,204,741,22,330,352,956,1308,1,42,43,54,97,88,375,463,801,1264,0,26,26,144,170,321,230,551,194,161,161,46129
"2020-12-03 00:00:00",628,3388,4016,2872,6888,97,437,534,208,742,23,357,380,922,1302,1,37,38,61,99,106,383,489,779,1268,0,24,24,144,168,331,222,553,194,161,161,47047
"2020-12-04 00:00:00",651,3461,4112,2839,6951,91,449,540,198,738,31,378,409,915,1324,1,35,36,61,97,108,397,505,772,1277,0,26,26,146,172,323,238,561,194,161,161,47983
"2020-12-05 00:00:00",640,3349,3989,2807,6796,102,454,556,197,753,28,380,408,917,1325,1,33,34,66,100,104,390,494,763,1257,0,33,33,141,174,318,231,549,194,161,161,48393
"2020-12-06 00:00:00",631,3151,3782,2932,6714,107,435,542,212,754,36,393,429,891,1320,0,27,27,67,94,102,388,490,763,1253,0,31,31,137,168,297,243,540,194,161,161,48522
"2020-12-07 00:00:00",618,3096,3714,3004,6718,106,440,546,219,765,28,365,393,917,1310,0,28,28,67,95,88,385,473,763,1236,0,33,33,141,174,306,242,548,194,161,161,49649
"2020-12-08 00:00:00",618,3092,3710,3082,6792,104,448,552,206,758,18,353,371,919,1290,0,31,31,63,94,108,385,493,794,1287,0,32,32,137,169,330,235,565,194,161,161,50834
"2020-12-09 00:00:00",637,3198,3835,2894,6729,95,449,544,211,755,31,340,371,909,1280,0,30,30,64,94,105,382,487,814,1301,0,28,28,141,169,308,258,566,194,161,161,51984
"2020-12-10 00:00:00",657,3349,4006,2776,6782,99,455,554,194,748,40,334,374,935,1309,0,26,26,69,95,106,398,504,799,1303,0,25,25,145,170,318,247,565,194,161,161,52812
"2020-12-11 00:00:00",649,3362,4011,2754,6765,109,460,569,189,758,29,374,403,922,1325,0,34,34,63,97,111,411,522,779,1301,0,29,29,141,170,297,263,560,194,161,161,53798
"2020-12-12 00:00:00",646,3392,4038,2753,6791,104,451,555,198,753,23,374,397,934,1331,0,39,39,59,98,118,406,524,771,1295,0,27,27,150,177,298,278,576,194,161,161,54228
"2020-12-13 00:00:00",620,3335,3955,2780,6735,96,455,551,195,746,24,377,401,884,1285,1,34,35,59,94,107,385,492,808,1300,0,27,27,149,176,275,270,545,194,161,161,54350
"2020-12-14 00:00:00",609,3096,3705,3008,6713,101,438,539,217,756,33,364,397,870,1267,1,29,30,67,97,105,367,472,807,1279,0,24,24,138,162,273,274,547,194,161,161,55582
"2020-12-15 00:00:00",583,3138,3721,3099,6820,96,411,507,233,740,35,344,379,933,1312,1,26,27,64,91,101,378,479,807,1286,0,23,23,140,163,289,279,568,194,161,161,56668
"2020-12-16 00:00:00",593,3365,3958,2913,6871,98,436,534,211,745,32,339,371,939,1310,0,35,35,57,92,96,375,471,755,1226,0,19,19,136,155,296,257,553,194,161,161,57451
"2020-12-17 00:00:00",602,3362,3964,2887,6851,99,443,542,201,743,23,354,377,942,1319,0,31,31,61,92,100,377,477,816,1293,0,28,28,137,165,316,246,562,194,161,161,57538
"2020-12-18 00:00:00",575,3485,4060,2925,6985,97,435,532,212,744,19,363,382,908,1290,0,32,32,61,93,96,373,469,835,1304,0,28,28,134,162,297,270,567,194,161,161,57911
"2020-12-19 00:00:00",558,3496,4054,2871,6925,97,445,542,208,750,20,336,356,992,1348,0,30,30,68,98,106,401,507,819,1326,0,23,23,136,159,295,265,560,194,161,161,58200
"2020-12-20 00:00:00",540,3251,3791,3023,6814,94,435,529,214,743,22,328,350,968,1318,0,29,29,66,95,101,388,489,804,1293,0,29,29,138,167,283,270,553,194,161,161,58305
"2020-12-21 00:00:00",520,3121,3641,3152,6793,94,428,522,228,750,13,318,331,949,1280,0,23,23,72,95,104,389,493,789,1282,0,32,32,136,168,270,271,541,194,161,161,59403
"2020-12-22 00:00:00",535,3174,3709,3162,6871,93,421,514,246,760,10,328,338,961,1299,0,26,26,69,95,97,400,497,803,1300,0,23,23,141,164,287,281,568,194,161,161,60479
"2020-12-23 00:00:00",537,3229,3766,3130,6896,86,449,535,223,758,16,319,335,977,1312,0,32,32,63,95,87,390,477,808,1285,0,24,24,142,166,280,283,563,194,161,161,61574
"2020-12-24 00:00:00",534,3228,3762,3194,6956,90,421,511,218,729,21,324,345,960,1305,0,33,33,65,98,88,376,464,794,1258,0,27,27,139,166,281,277,558,194,161,161,62577
"2020-12-25 00:00:00",475,3114,3589,3271,6860,87,415,502,231,733,16,294,310,981,1291,0,28,28,68,96,90,372,462,828,1290,0,28,28,138,166,268,286,554,194,161,161,63527
"2020-12-26 00:00:00",451,2693,3144,3541,6685,82,390,472,251,723,11,273,284,988,1272,0,25,25,71,96,80,361,441,845,1286,0,27,27,135,162,246,317,563,194,161,161,63881
"2020-12-27 00:00:00",445,2608,3053,3584,6637,88,392,480,248,728,10,248,258,996,1254,1,26,27,69,96,85,350,435,838,1273,0,27,27,138,165,262,306,568,194,161,161,63980
"2020-12-28 00:00:00",447,2706,3153,3465,6618,80,365,445,261,706,21,292,313,922,1235,1,24,25,72,97,93,359,452,841,1293,0,26,26,143,169,267,310,577,194,161,161,64944
"2020-12-29 00:00:00",462,2826,3288,3414,6702,77,388,465,261,726,19,272,291,1007,1298,1,25,26,72,98,71,364,435,838,1273,0,24,24,148,172,267,299,566,194,161,161,65832
"2020-12-30 00:00:00",450,3094,3544,3265,6809,80,384,464,252,716,25,306,331,967,1298,2,21,23,72,95,70,364,434,826,1260,0,26,26,143,169,280,287,567,194,161,161,66667
"2020-12-31 00:00:00",440,3046,3486,3331,6817,78,387,465,257,722,23,302,325,964,1289,2,23,25,73,98,70,355,425,843,1268,0,32,32,129,161,266,288,554,194,161,161,67558
"2021-01-01 00:00:00",432,2938,3370,3415,6785,76,387,463,247,710,9,302,311,978,1289,1,30,31,67,98,70,355,425,867,1292,0,29,29,128,157,246,329,575,194,161,161,68366
"2021-01-02 00:00:00",391,2731,3122,3651,6773,73,384,457,247,704,4,272,276,900,1176,0,19,19,73,92,72,353,425,830,1255,0,32,32,132,164,231,318,549,194,161,161,68698
"2021-01-03 00:00:00",415,2444,2859,3541,6400,74,377,451,235,686,23,235,258,997,1255,0,17,17,75,92,72,350,422,819,1241,0,34,34,129,163,221,325,546,194,161,161,68774
"2021-01-04 00:00:00",421,2720,3141,3456,6597,77,389,466,237,703,28,240,268,1000,1268,0,16,16,73,89,74,350,424,822,1246,0,31,31,129,160,253,302,555,194,161,161,69604
"2021-01-05 00:00:00",423,2895,3318,3444,6762,69,414,483,214,697,19,272,291,1019,1310,0,18,18,75,93,74,373,447,846,1293,0,27,27,143,170,251,305,556,194,161,161,70398
"2021-01-06 00:00:00",417,3049,3466,3285,6751,64,401,465,235,700,20,273,293,983,1276,1,21,22,69,91,73,373,446,845,1291,0,29,29,144,173,253,304,557,194,161,161,71101
"2021-01-07 00:00:00",411,3077,3488,3293,6781,69,400,469,231,700,25,282,307,943,1250,3,22,25,71,96,73,361,434,826,1260,1,30,31,143,174,253,311,564,194,161,161,71787
"2021-01-08 00:00:00",420,3090,3510,3278,6788,75,401,476,228,704,25,276,301,967,1268,2,19,21,79,100,76,381,457,821,1278,1,28,29,138,167,260,322,582,194,161,161,72437
"2021-01-09 00:00:00",420,3090,3510,3278,6788,75,401,476,228,704,33,278,311,967,1278,2,19,21,79,100,76,381,457,821,1278,1,28,29,138,167,260,322,582,194,161,161,72716
"2021-01-10 00:00:00",402,3129,3531,3195,6726,65,389,454,241,695,23,304,327,947,1274,2,20,22,71,93,71,375,446,794,1240,0,31,31,136,167,240,333,573,194,161,161,72772
"2021-01-11 00:00:00",392,3153,3545,3227,6772,69,397,466,236,702,18,302,320,961,1281,1,21,22,71,93,73,398,471,800,1271,0,28,28,135,163,255,317,572,194,161,161,73467
"2021-01-12 00:00:00",390,3254,3644,3182,6826,76,419,495,224,719,19,307,326,962,1288,1,22,23,69,92,73,385,458,839,1297,0,30,30,143,173,245,320,565,194,161,161,74046
"2021-01-13 00:00:00",388,3457,3845,3039,6884,60,408,468,248,716,29,317,346,953,1299,1,20,21,70,91,73,399,472,818,1290,0,35,35,129,164,243,319,562,194,161,161,74560
"2021-01-14 00:00:00",407,3596,4003,2884,6887,51,395,446,249,695,37,351,388,914,1302,1,25,26,69,95,61,384,445,845,1290,0,33,33,131,164,250,311,561,194,161,161,74775
"2021-01-15 00:00:00",382,3507,3889,2924,6813,50,404,454,248,702,25,365,390,921,1311,0,20,20,72,92,60,376,436,843,1279,0,29,29,130,159,270,303,573,194,161,161,74812
"2021-01-16 00:00:00",377,3564,3941,2940,6881,53,428,481,227,708,20,387,407,886,1293,0,25,25,69,94,57,363,420,848,1268,0,29,29,140,169,259,308,567,194,161,161,74958
"2021-01-17 00:00:00",363,3346,3709,2956,6665,53,424,477,229,706,29,384,413,855,1268,0,31,31,61,92,53,347,400,857,1257,0,35,35,134,169,230,332,562,194,161,161,75021
"2021-01-18 00:00:00",348,3253,3601,3069,6670,60,422,482,262,744,24,382,406,845,1251,0,21,21,68,89,53,344,397,840,1237,0,36,36,134,170,239,336,575,194,161,161,75718
"2021-01-19 00:00:00",351,3360,3711,3152,6863,46,405,451,229,680,24,354,378,908,1286,0,24,24,66,90,49,340,389,854,1243,0,42,42,131,173,251,332,583,194,161,161,76420
"2021-01-20 00:00:00",331,3525,3856,3054,6910,47,430,477,212,689,24,352,376,907,1283,1,23,24,68,92,52,350,402,852,1254,0,40,40,126,166,251,324,575,194,161,161,77007
"2021-01-21 00:00:00",344,3730,4074,2894,6968,59,439,498,209,707,19,383,402,896,1298,1,24,25,66,91,52,361,413,842,1255,0,39,39,120,159,258,330,588,194,161,161,77386
"2021-01-22 00:00:00",341,3732,4073,2853,6926,56,448,504,195,699,21,402,423,834,1257,0,28,28,65,93,53,351,404,857,1261,0,30,30,141,171,270,310,580,194,161,161,77425
"2021-01-23 00:00:00",325,3749,4074,2871,6945,54,448,502,203,705,20,399,419,877,1296,0,30,30,70,100,46,357,403,863,1266,0,35,35,131,166,240,326,566,194,161,161,77577
"2021-01-24 00:00:00",310,3589,3899,2951,6850,50,435,485,213,698,18,382,400,863,1263,0,24,24,69,93,43,340,383,883,1266,0,37,37,132,169,242,334,576,194,161,161,77624
"2021-01-25 00:00:00",312,3472,3784,2951,6735,56,450,506,206,712,18,378,396,875,1271,0,22,22,72,94,41,340,381,864,1245,0,38,38,127,165,266,323,589,194,161,161,78295
"2021-01-26 00:00:00",312,3522,3834,2992,6826,54,429,483,219,702,22,375,397,911,1308,0,30,30,69,99,43,326,369,874,1243,0,32,32,131,163,261,316,577,194,161,161,78876
"2021-01-27 00:00:00",301,3751,4052,2884,6936,50,440,490,223,713,26,374,400,892,1292,0,32,32,65,97,35,335,370,878,1248,0,37,37,127,164,260,324,584,194,161,161,78932
"2021-01-28 00:00:00",293,3809,4102,2719,6821,55,455,510,208,718,24,403,427,890,1317,0,37,37,59,96,37,323,360,866,1226,0,38,38,122,160,265,323,588,194,161,161,79666
"2021-01-29 00:00:00",280,3903,4183,2796,6979,54,468,522,216,738,18,402,420,877,1297,0,37,37,61,98,36,340,376,869,1245,0,40,40,127,167,260,337,597,194,161,161,80279
"2021-01-30 00:00:00",279,3840,4119,2792,6911,57,471,528,190,718,20,414,434,944,1378,0,36,36,62,98,38,339,377,882,1259,0,42,42,129,171,240,340,580,194,161,161,80527
"2021-01-31 00:00:00",285,3641,3926,2961,6887,50,441,491,202,693,18,422,440,855,1295,0,34,34,60,94,40,339,379,870,1249,0,42,42,122,164,243,332,575,194,161,161,80597
"2021-02-01 00:00:00",282,3510,3792,3071,6863,55,449,504,211,715,21,387,408,894,1302,0,37,37,60,97,40,327,367,888,1255,0,41,41,125,166,201,350,551,194,161,161,81303
"2021-02-02 00:00:00",298,3486,3784,3068,6852,57,433,490,215,705,23,388,411,853,1264,0,28,28,70,98,41,341,382,885,1267,0,41,41,125,166,223,335,558,194,161,161,81881
"2021-02-03 00:00:00",307,3701,4008,2864,6872,54,468,522,192,714,22,419,441,858,1299,0,39,39,56,95,34,345,379,897,1276,0,41,41,128,169,244,315,559,194,161,161,82518
"2021-02-04 00:00:00",270,3878,4148,2785,6933,44,477,521,188,709,15,441,456,866,1322,0,38,38,56,94,30,360,390,865,1255,0,39,39,128,167,248,309,557,194,161,161,83046
"2021-02-05 00:00:00",278,3869,4147,2811,6958,41,475,516,187,703,19,423,442,878,1320,0,37,37,57,94,34,363,397,850,1247,0,39,39,129,168,241,314,555,194,161,161,83627
"2021-02-06 00:00:00",265,3902,4167,2762,6929,42,453,495,194,689,14,406,420,876,1296,0,36,36,56,92,38,360,398,880,1278,0,36,36,130,166,251,319,570,194,161,161,83887
"2021-02-07 00:00:00",258,3699,3957,2871,6828,37,453,490,204,694,15,385,400,838,1238,0,37,37,60,97,37,385,422,854,1276,0,37,37,131,168,237,338,575,194,161,161,83935
"2021-02-08 00:00:00",263,3565,3828,3004,6832,47,453,500,202,702,20,368,388,837,1225,0,27,27,68,95,44,390,434,838,1272,0,36,36,123,159,231,330,561,194,161,161,84354
"2021-02-09 00:00:00",249,3556,3805,3030,6835,39,456,495,207,702,23,379,402,885,1287,0,25,25,68,93,38,379,417,815,1232,0,33,33,124,157,235,321,556,194,161,161,84895
"2021-02-10 00:00:00",251,3782,4033,2874,6907,44,471,515,181,696,19,385,404,835,1239,0,32,32,65,97,43,399,442,799,1241,0,32,32,132,164,247,345,592,194,161,161,85388
"2021-02-11 00:00:00",261,3867,4128,2828,6956,47,477,524,184,708,29,407,436,828,1264,0,28,28,65,93,47,419,466,798,1264,0,38,38,133,171,264,291,555,194,161,161,85869
"2021-02-12 00:00:00",240,3902,4142,2747,6889,45,480,525,187,712,23,425,448,809,1257,0,30,30,63,93,45,400,445,842,1287,0,27,27,144,171,247,330,577,194,161,161,86283
"2021-02-13 00:00:00",213,3876,4089,2838,6927,45,479,524,194,718,10,429,439,810,1249,0,37,37,61,98,45,406,451,807,1258,0,27,27,139,166,243,310,553,194,161,161,86440
